prev_3,prev_2,prev_1,original_key,mode,beat_position,target_chord
"[48, 52, 55, 60]","[48, 52, 55, 60]","[48, 52, 55, 60]",A,major,3,"[48, 52, 55, 60]"
"[48, 52, 55, 60]","[48, 52, 55, 60]","[48, 52, 55, 60]",A,major,4,"[47, 50, 55, 62]"
"[48, 52, 55, 60]","[48, 52, 55, 60]","[47, 50, 55, 62]",A,major,5,"[47, 50, 55, 62]"
"[48, 52, 55, 60]","[47, 50, 55, 62]","[47, 50, 55, 62]",A,major,6,"[45, 48, 55, 62]"
"[47, 50, 55, 62]","[47, 50, 55, 62]","[45, 48, 55, 62]",A,major,7,"[45, 48, 55, 62]"
"[47, 50, 55, 62]","[45, 48, 55, 62]","[45, 48, 55, 62]",A,major,8,"[43, 47, 55, 62]"
"[45, 48, 55, 62]","[45, 48, 55, 62]","[43, 47, 55, 62]",A,major,9,"[43, 47, 55, 62]"
"[45, 48, 55, 62]","[43, 47, 55, 62]","[43, 47, 55, 62]",A,major,10,"[41, 47, 55, 62]"
"[43, 47, 55, 62]","[43, 47, 55, 62]","[41, 47, 55, 62]",A,major,11,"[41, 47, 55, 62]"
"[43, 47, 55, 62]","[41, 47, 55, 62]","[41, 47, 55, 62]",A,major,12,"[40, 48, 55, 60]"
"[41, 47, 55, 62]","[41, 47, 55, 62]","[40, 48, 55, 60]",A,major,13,"[40, 48, 55, 60]"
"[41, 47, 55, 62]","[40, 48, 55, 60]","[40, 48, 55, 60]",A,major,14,"[36, 48, 55, 60]"
"[40, 48, 55, 60]","[40, 48, 55, 60]","[36, 48, 55, 60]",A,major,15,"[36, 48, 55, 60]"
"[40, 48, 55, 60]","[36, 48, 55, 60]","[36, 48, 55, 60]",A,major,0,"[41, 50, 53, 59]"
"[36, 48, 55, 60]","[36, 48, 55, 60]","[41, 50, 53, 59]",A,major,1,"[41, 50, 53, 59]"
"[36, 48, 55, 60]","[41, 50, 53, 59]","[41, 50, 53, 59]",A,major,2,"[41, 48, 52, 57]"
"[41, 50, 53, 59]","[41, 50, 53, 59]","[41, 48, 52, 57]",A,major,3,"[41, 48, 52, 57]"
"[41, 50, 53, 59]","[41, 48, 52, 57]","[41, 48, 52, 57]",A,major,4,"[41, 47, 50, 55]"
"[41, 48, 52, 57]","[41, 48, 52, 57]","[41, 47, 50, 55]",A,major,5,"[41, 47, 50, 55]"
"[41, 48, 52, 57]","[41, 47, 50, 55]","[41, 47, 50, 55]",A,major,6,"[40, 48, 52, 55]"
"[41, 47, 50, 55]","[41, 47, 50, 55]","[40, 48, 52, 55]",A,major,7,"[40, 48, 52, 55]"
"[41, 47, 50, 55]","[40, 48, 52, 55]","[40, 48, 52, 55]",A,major,8,"[41, 45, 48, 57]"
"[40, 48, 52, 55]","[40, 48, 52, 55]","[41, 45, 48, 57]",A,major,9,"[41, 45, 48, 57]"
"[40, 48, 52, 55]","[41, 45, 48, 57]","[41, 45, 48, 57]",A,major,10,"[38, 50, 53, 59]"
"[41, 45, 48, 57]","[41, 45, 48, 57]","[38, 50, 53, 59]",A,major,11,"[38, 50, 53, 59]"
"[41, 45, 48, 57]","[38, 50, 53, 59]","[38, 50, 53, 59]",A,major,12,"[40, 43, 52, 60]"
"[38, 50, 53, 59]","[38, 50, 53, 59]","[40, 43, 52, 60]",A,major,13,"[40, 43, 52, 60]"
"[38, 50, 53, 59]","[40, 43, 52, 60]","[40, 43, 52, 60]",A,major,14,"[45, 50, 52, 60]"
"[40, 43, 52, 60]","[40, 43, 52, 60]","[45, 50, 52, 60]",A,major,15,"[45, 50, 52, 60]"
"[40, 43, 52, 60]","[45, 50, 52, 60]","[45, 50, 52, 60]",A,major,0,"[41, 50, 57, 62]"
"[45, 50, 52, 60]","[45, 50, 52, 60]","[41, 50, 57, 62]",A,major,1,"[41, 50, 57, 62]"
"[45, 50, 52, 60]","[41, 50, 57, 62]","[41, 50, 57, 62]",A,major,2,"[43, 47, 55, 62]"
"[41, 50, 57, 62]","[41, 50, 57, 62]","[43, 47, 55, 62]",A,major,3,"[43, 47, 55, 62]"
"[41, 50, 57, 62]","[43, 47, 55, 62]","[43, 47, 55, 62]",A,major,4,"[36, 52, 55, 60]"
"[43, 47, 55, 62]","[43, 47, 55, 62]","[36, 52, 55, 60]",A,major,5,"[36, 52, 55, 60]"
"[43, 47, 55, 62]","[36, 52, 55, 60]","[36, 52, 55, 60]",A,major,6,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",A,major,7,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",A,major,8,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",A,major,9,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",A,major,10,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",A,major,11,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",A,major,12,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",A,major,13,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",A,major,14,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",A,major,15,"[36, 52, 55, 60]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[36, 52, 55, 60]",A,major,0,"[48, 55, 60, 64]"
"[36, 52, 55, 60]","[36, 52, 55, 60]","[48, 55, 60, 64]",A,major,1,"[48, 55, 60, 64]"
"[36, 52, 55, 60]","[48, 55, 60, 64]","[48, 55, 60, 64]",A,major,2,"[48, 55, 60, 65]"
"[48, 55, 60, 64]","[48, 55, 60, 64]","[48, 55, 60, 65]",A,major,3,"[48, 55, 60, 65]"
"[48, 55, 60, 64]","[48, 55, 60, 65]","[48, 55, 60, 65]",A,major,4,"[48, 55, 62, 67]"
"[48, 55, 60, 65]","[48, 55, 60, 65]","[48, 55, 62, 67]",A,major,5,"[48, 55, 62, 67]"
"[48, 55, 60, 65]","[48, 55, 62, 67]","[48, 55, 62, 67]",A,major,6,"[47, 55, 64, 67]"
"[48, 55, 62, 67]","[48, 55, 62, 67]","[47, 55, 64, 67]",A,major,7,"[47, 55, 64, 67]"
"[48, 55, 62, 67]","[47, 55, 64, 67]","[47, 55, 64, 67]",A,major,8,"[45, 48, 65, 69]"
